Hole Depth: ft,Flow In: gal/min,GCT IN Mud Temp: F,GCT OUT Mud Temp: F,Mud Density In: lb/ft3,Mud Density Out: lb/ft3,ROP Average: ft/hr,RPM:,Torque LAS:,WOB: Klb,Standpipe Pressure: psi,QC Delta Carbon Dioxide: ppm
8138,1163.2936897584,171.5,181.04,-999.25,74.0000000078,44.72,227.0249540314,-999.25,31.22,3580.6655312961,10.33167
8139,1160.3201237713,171.5,180.32,-999.25,74.0000000078,36,215.7173091102,-999.25,32.84,3613.7316060392,10.69686
8140,1163.8135499074,171.5,180.32,-999.25,74.0000000078,43.9,226.8351821179,-999.25,32.64,3582.5025354484,10.88907
8141,1160.8292540464,171.5,180.32,-999.25,74.0000000078,45.28,216.7310362202,-999.25,31.32,3619.9314950535,11.688
8142,1163.2936897584,171.5,180.32,-999.25,74.0000000078,39.78,226.0029794756,-999.25,29.5,3584.7987906389,11.70015
8143,1157.6239652146,171.5,180.32,-999.25,74.0000000078,40.91,216.1171148252,-999.25,29.4,3627.049886144,12.903
8144,1164.9383539871,171.5,180.32,-999.25,74.0000000078,45.86,226.7255588729,-999.25,31.52,3572.9730764079,12.9222
8145,1159.5424761466,171.5,180.5,-999.25,74.0000000078,42.6,218.5666499689,-999.25,30,3605.6947128724,14.84049
8146,1160.8133337039,171.5,180.5,-999.25,74.0000000078,40.91,226.0087082491,-999.25,26.87,3572.5138253698,16.572
8147,1162.7937450312,171.5,180.5,-999.25,74.0000000078,41.86,226.5486651268,-999.25,28.08,3565.1658087602,16.60919
8148,1164.6589237992,171.5,180.5,-999.25,74.0000000078,43.64,227.3193858215,-999.25,28.59,3571.4805105341,20.291
8149,1163.0308832881,171.5,180.5,-999.25,74.0000000078,42.35,226.0817131281,-999.25,26.36,3553.3400945292,20.32587
8150,1161.3406047752,171.5,180.68,-999.25,74.0000000078,43.37,219.0761478333,-999.25,25.24,3578.8285271437,23.79787
8151,1158.353660712,171.5,180.68,-999.25,74.0000000078,43.37,211.6716826192,-999.25,25.85,3637.6126600203,25.78373
8152,1164.2254579615,171.32,180.68,-999.25,74.0000000078,42.11,228.1703780129,-999.25,23.73,3567.0028129126,27.65345
8153,1158.1151143852,171.32,180.86,-999.25,74.0000000078,40,224.395834248,-999.25,23.22,3592.7208710461,29.20158
8154,1161.374588717,171.32,180.68,-999.25,74.0000000078,45.86,226.4805031479,-999.25,24.33,3567.4620639507,31.041
8155,1163.3153143287,171.32,180.68,-999.25,74.0000000078,39.78,227.2233820904,-999.25,24.54,3551.0438393387,31.05638
8156,1157.9562063435,171.14,180.86,-999.25,74.0000000078,43.37,223.3654230283,-999.25,24.84,3601.3318280105,32.62176
8157,1161.719245605,171.14,180.86,-999.25,74.0000000078,40.22,227.2831847274,-999.25,22.31,3566.8880001531,34.73564
8158,1162.2505219167,171.14,180.68,-999.25,74.0000000078,42.6,226.4577683585,-999.25,25.04,3572.3990126103,36.51172
8159,1157.2792250016,171.14,179.42,-999.25,74.0000000078,43.37,223.1621774368,-999.25,18.97,3603.85770872,33.1265
8160,1162.3068903596,170.96,179.96,-999.25,74.0000000078,50.7,226.225514154,-999.25,23.52,3551.7327158958,34.0868
8161,1160.9260812035,170.96,179.78,-999.25,74.0000000078,38.92,212.6433496008,-999.25,22,3586.6357947913,36.0536
8162,1160.8342973912,170.96,179.96,-999.25,74.0000000078,42.6,226.7243445109,-999.25,19.67,3560.4584856197,36.69914
8163,1161.6369966392,170.78,179.96,-999.25,74.0000000078,41.14,220.9133348184,-999.25,21.3,3563.2139918483,35.97708
8164,1204.4858809271,170.78,180.14,-999.25,74.0000000078,28.5,245.3202502075,-999.25,22,3587.0950458294,38.71652
8165,1202.5353393246,170.78,180.32,-999.25,74.0000000078,34.12,245.4592586379,-999.25,25.14,3633.4794006774,38.26751
8166,1203.0516645243,170.78,180.5,-999.25,74.0000000078,34.12,213.7455192747,-999.25,19.27,3672.8601771944,34.9004
8167,1199.327187295,170.78,180.68,-999.25,74.0000000078,37.5,208.7982751111,-999.25,25.45,3690.8857804397,29.64918
8168,1198.4312570501,170.78,180.68,-999.25,74.0000000078,46.15,208.2505968616,-999.25,32.13,3728.5443655638,22.59798
8169,1201.4671434856,170.96,180.86,-999.25,74.0000000078,42.35,251.3928049647,-999.25,25.65,3704.6633115827,17.31231
8170,1199.7984601313,171.14,180.86,-999.25,74.0000000078,43.9,250.1623644945,-999.25,29.19,3705.5818136589,13.65334
8171,1196.2378687711,171.14,180.86,-999.25,74.0000000078,55.81,253.1035141597,-999.25,32.54,3764.8251975736,10.99792
8172,1191.063991889,171.32,181.04,-999.25,74.0000000078,44.72,253.8815987292,-999.25,17.35,3728.7739910829,9.406
8173,1190.5588710058,172.04,180.68,-999.25,74.0000000078,62.61,248.0550288332,-999.25,21.4,3720.2778468781,9.39357
8174,1190.5588791319,172.4,180.5,-999.25,74.0000000078,48,247.8594668775,-999.25,32.84,3714.1927706233,8.15445
8175,1187.0828299137,172.22,180.5,-999.25,74.0000000078,59.12,246.8690144116,-999.25,20.99,3795.9394554048,7.30118
8176,1188.4509741536,172.04,180.5,-999.25,74.0000000078,62.61,247.8388396579,-999.25,12.99,3779.0619797547,6.626
8177,1186.8925042187,172.04,180.5,-999.25,74.0000000078,82.88,248.0108679801,-999.25,18.66,3797.3172085191,6.61528
8178,1186.9263992489,172.04,180.5,-999.25,74.0000000078,75.79,248.7408344778,-999.25,23,3794.446889531,6.09
8179,1187.4370257826,172.04,180.5,-999.25,74.0000000078,68.57,247.2818337406,-999.25,21.6,3777.7990393999,6.08391
8180,1188.1628759644,172.22,180.32,-999.25,74.0000000078,54.14,244.9681599713,-999.25,25,3768.0399548403,5.481
8181,1186.5718346494,172.22,180.5,-999.25,74.0000000078,57.6,245.8487317254,-999.25,26,3794.7913278096,5.4724
8182,1185.8811885889,172.22,180.68,-999.25,74.0000000078,78.26,244.4639890247,-999.25,31,3814.9983734859,5.04647
8183,1187.4365110466,172.22,180.68,-999.25,74.0000000078,77.42,246.1336212895,-999.25,32,3803.1726592549,4.598
8184,1186.3912923533,172.22,180.68,-999.25,74.0000000078,77.42,243.7240863061,-999.25,33,3786.4099963643,4.59528
8185,1187.4365110466,172.22,180.68,-999.25,74.0000000078,77.42,246.0200685611,-999.25,22,3786.0655580857,4.32292
8186,1187.2717392975,172.4,180.68,-999.25,74.0000000078,79.04,247.9917192804,-999.25,35,3793.4135746953,4.172
8187,1183.2829507537,172.4,180.68,-999.25,74.0000000078,81.93,231.1999729093,-999.25,34,3863.1049197268,4.17191
8188,1185.6527200686,172.4,180.5,-999.25,74.0000000078,82.76,239.525718102,-999.25,36,3827.6277770336,4.163
8189,1189.3339759439,172.4,180.68,-999.25,74.0000000078,86.75,247.5710104704,-999.25,35,3766.0881379284,4.17071
8190,1197.3732297027,172.22,180.5,-999.25,74.0000000078,84.71,249.5697822785,-999.25,26,3596.62450487,4.42282
8191,1193.1907654911,172.4,180.5,-999.25,74.0000000078,81,246.6941275871,-999.25,25,3643.9273617941,4.702
8192,1187.4365110466,172.4,180.5,-999.25,74.0000000078,91.8,244.7709885485,-999.25,24,3758.8549340783,4.70704
8193,1187.4045263626,172.4,180.68,-999.25,74.0000000078,92.57,244.9686224335,-999.25,28,3780.8989839071,4.95775
8194,1191.6197889586,172.4,180.5,-999.25,74.0000000078,93.23,245.1548995062,-999.25,29,3705.5818136589,5.079
8195,1198.756009364,172.22,180.68,-999.25,74.0000000078,92.31,247.0277204671,-999.25,28,3556.7844773149,5.08587
8196,1197.8841463531,172.4,180.5,-999.25,74.0000000078,93.51,246.9122078454,-999.25,27,3576.9915229913,5.308
8197,1190.0125004265,172.22,180.68,-999.25,74.0000000078,91.38,245.604341702,-999.25,28,3716.6038385733,5.31032
8198,1184.2057680749,172.22,180.68,-999.25,74.0000000078,92.31,244.7088414216,-999.25,29,3836.6979850361,5.54
8199,1184.3304824422,172.22,180.68,-999.25,74.0000000078,92.31,245.1669586992,-999.25,28,3844.2756271647,5.54
8200,1189.3811219483,172.22,180.68,-999.25,74.0000000078,92.31,245.4197549771,-999.25,25,3783.6544901357,5.54192
8201,1185.3391929269,172.22,180.68,-999.25,74.0000000078,89.78,245.1113476156,-999.25,26,3819.0168200693,5.732
8202,1187.4365110466,172.22,180.68,-999.25,74.0000000078,76.65,245.1494976432,-999.25,23,3785.03224325,5.73492
8203,1185.1789690898,172.22,180.68,-999.25,74.0000000078,80.9,245.0270348038,-999.25,26.76,3818.7871945502,6.024
8204,1181.2401479547,172.22,180.68,-999.25,74.0000000078,90,231.1753540697,-999.25,26.97,3898.9265006985,6.02895
8205,1183.2829507537,172.22,180.68,-999.25,74.0000000078,74.97,238.770154804,-999.25,24,3862.4160431696,6.19272
8206,1185.8811885889,172.22,180.68,-999.25,74.0000000078,83.86,244.7667963005,-999.25,20.89,3824.9870835646,6.375
8207,1184.3304824422,172.22,180.68,-999.25,74.0000000078,90,244.6748968761,-999.25,22.41,3847.0311333933,6.375
8208,1182.7443661391,172.22,180.68,-999.25,74.0000000078,100,239.815399872,-999.25,22.31,3875.6195105149,6.37894
8209,1181.7374716277,172.22,180.68,-999.25,74.0000000078,92.31,236.6980836421,-999.25,24.33,3891.1192330508,6.572
8210,1183.6058209011,172.04,180.68,-999.25,74.0000000078,92.31,237.3998310611,-999.25,24.54,3866.3196769934,6.57434
8211,1181.2396384923,172.04,180.86,-999.25,74.0000000078,92.31,223.9457628619,-999.25,20.28,3898.4672496604,6.689
8212,1183.8678071619,172.04,180.68,-999.25,74.0000000078,92.31,239.1756833038,-999.25,20.89,3896.630245508,6.689
8213,1183.9496444938,172.04,180.68,-999.25,74.0000000078,93.51,240.4734568062,-999.25,22,3866.5493025125,6.68962
8214,1193.9832130715,171.5,181.04,-999.25,74.0000000078,85,246.5657,-999.25,27,3400.1798733233,7.16184
8215,1182.7247111423,171.5,181.04,-999.25,74.0000000078,79,244.3486,-999.25,31,3647.9458083775,17.022
8216,1179.3655760579,171.5,181.04,-999.25,74.0000000078,106.94,243.6385902306,-999.25,23.22,3802.0245316596,17.04508
8217,1186.5713801654,171.5,181.04,-999.25,74.0000000078,104.82,230.6767652972,-999.25,28.38,3905.5856407509,19.33
8218,1190.7454252894,171.5,181.04,-999.25,74.0000000078,92.31,230.2708923943,-999.25,29.09,3915.0002870319,19.35104
8219,1193.3645398953,171.5,181.04,-999.25,74.0000000078,85.71,244.5470320468,-999.25,29.6,3881.2453357317,21.4848
8220,1193.3008618931,170.96,181.04,-999.25,74.0000000078,80.9,236.9557965209,-999.25,26.26,3902.2560707247,23.974
8221,1194.4154899573,170.96,181.04,-999.25,74.0000000078,80,245.9984366692,-999.25,23.62,3858.9716603839,23.974
8222,1193.363465079,170.78,181.04,-999.25,74.0000000078,82.76,243.3482775117,-999.25,26.87,3886.9859737079,24.06034
8223,1192.8450118976,170.6,181.04,-999.25,74.0000000078,79.91,246.1436401022,-999.25,26.16,3892.267360646,26.91724
8224,1192.4212048319,170.42,181.04,-999.25,74.0000000078,86.75,244.6491555913,-999.25,34.66,3916.8372911843,30.114
8225,1191.9367741942,170.24,181.04,-999.25,74.0000000078,85.71,242.2382172714,-999.25,32.84,3912.0151552843,30.14929
8226,1192.3163573447,170.06,181.04,-999.25,74.0000000078,81,243.0518346959,-999.25,30.11,3908.5707724985,33.73154
8227,1193.8951283897,169.88,181.04,-999.25,74.0000000078,80,244.8192009241,-999.25,31.42,3888.3637268222,38.16284
8228,1202.3401705956,169.34,181.04,-999.25,74.0000000078,63.16,247.6918,-999.25,33,3700.5300522398,42.712
8229,1194.351917201,169.16,181.04,-999.25,74.0000000078,105.88,243.4918539265,-999.25,27.57,3876.078761553,42.76143
8230,1188.677070357,169.16,181.04,-999.25,74.0000000078,105.39,220.3070244306,-999.25,25.55,3965.5179012228,47.655
8231,1212.5464815362,168.98,181.04,-999.25,74.0000000078,67,248.5772,-999.25,26,3538.414435791,47.72754
8232,1197.5771316953,169.16,181.04,-999.25,74.0000000078,84.86,246.7706,-999.25,32,3805.6985399644,54.909
8233,1199.4250560255,169.16,180.86,-999.25,74.0000000078,81.71,246.864,-999.25,25,3821.3130752598,55.22052
8234,1195.157445299,169.16,180.32,-999.25,74.0000000078,85.88,245.6173,-999.25,22,3856.5605924338,65.293
8235,1195.4641366138,169.16,180.68,-999.25,74.0000000078,92.05,245.9607336755,-999.25,18.56,3851.9680820529,65.27152
8236,1193.8987044605,169.16,180.68,-999.25,74.0000000078,93.79,246.0057,-999.25,22,3892.6117989246,64.24636
8237,1196.4486612596,169.34,180.68,-999.25,74.0000000078,83.72,246.5706176248,-999.25,23.42,3851.7384565338,67.02478
8238,1197.8023047983,169.34,180.68,-999.25,74.0000000078,74.97,247.3555756192,-999.25,18.26,3829.6944067051,74.01187
8239,1198.1038452178,169.52,180.68,-999.25,74.0000000078,64.8,246.5376,-999.25,25,3791.9210088215,81.86393
8240,1198.6269421732,169.52,180.32,-999.25,74.0000000078,71.29,245.7489234479,-999.25,23.02,3788.5914387952,86.13301
8241,1200.2149024814,169.7,179.06,-999.25,74.0000000078,67.92,246.7163295723,-999.25,25.14,3748.4069729616,78.214
8242,1199.9564893128,169.7,179.96,-999.25,74.0000000078,66.06,246.0260101315,-999.25,25.65,3772.8620907404,78.25764
8243,1199.6909742775,169.88,180.32,-999.25,74.0000000078,52.55,246.9244879663,-999.25,31.52,3735.8923821734,82.69768
8244,1198.1033099634,169.88,180.32,-999.25,74.0000000078,66.06,246.4365659113,-999.25,24.84,3786.9840601619,94.74874
8245,1199.6975010707,169.88,180.32,-999.25,74.0000000078,75,246.6288539065,-999.25,25.55,3757.247555445,101.304
8246,1207.1475070584,169.88,180.32,-999.25,74.0000000078,69.23,247.6852941881,-999.25,25.24,3616.1426739892,101.33438
8247,1200.2159887242,170.06,180.32,-999.25,74.0000000078,72.73,246.3127304536,-999.25,30.61,3749.6699133164,102.823
8248,1193.3750764519,170.06,180.32,-999.25,74.0000000078,70.6,244.5736619686,-999.25,35.47,3884.1156547198,102.80526
8249,1191.2754105941,170.24,180.14,-999.25,74.0000000078,73.48,238.7755541657,-999.25,32.94,3913.1632828795,101.00102
8250,1192.8450118976,170.24,179.96,-999.25,74.0000000078,79.12,246.2193419212,-999.25,28.49,3895.9413689508,96.251
8251,1193.8987044605,170.24,179.96,-999.25,74.0000000078,73.47,245.4568316917,-999.25,26.56,3877.5713274269,96.17168
8252,1190.7585929445,170.42,180.14,-999.25,74.0000000078,76.6,241.2494007164,-999.25,27.68,3898.4672496604,92.285
8253,1192.8450118976,170.42,180.14,-999.25,74.0000000078,85.71,245.437089792,-999.25,34.16,3894.448803077,92.11418
8254,1191.8040609471,170.42,179.78,-999.25,74.0000000078,85.55,243.1795238773,-999.25,30.61,3903.0597600413,86.60544
8255,1192.3273939937,170.6,179.42,-999.25,74.0000000078,86.93,244.2771430081,-999.25,25.95,3892.037735127,87.313
8256,1192.8533606342,170.6,179.42,-999.25,74.0000000078,85.55,242.3344213345,-999.25,29.6,3907.6522704223,87.29969
8257,1192.3227635863,170.6,179.42,-999.25,74.0000000078,77.48,245.7716404523,-999.25,32.43,3893.4154882413,85.982
8258,1192.8528168262,170.6,179.42,-999.25,74.0000000078,73.47,245.1100826471,-999.25,28.89,3886.0674716317,85.88856
8259,1192.8569119791,170.78,179.42,-999.25,74.0000000078,85.71,245.7730161273,-999.25,28.28,3891.5784840889,81.20065
8260,1192.3268587392,170.78,179.42,-999.25,74.0000000078,64.86,245.8352678658,-999.25,26.66,3881.7045867698,77.665
8261,1193.5989108371,170.96,179.42,-999.25,74.0000000078,63.16,246.3444594915,-999.25,31.02,3868.0418683863,77.665
8262,1192.8439455899,170.96,179.42,-999.25,74.0000000078,61.54,246.2759770109,-999.25,27.98,3881.9342122888,77.59416
8263,1194.6338290916,170.96,179.6,-999.25,74.0000000078,62.61,245.7371739878,-999.25,22.71,3857.1346562315,74.08459
8264,1195.9955983323,170.96,179.6,-999.25,74.0000000078,56.25,245.7535733924,-999.25,27.68,3821.3130752598,70.25264
8265,1197.9957229165,171.14,179.78,-999.25,74.0000000078,40.91,246.2456741887,-999.25,29.5,3798.3505233548,67.32107
8266,1193.899241127,171.14,179.78,-999.25,74.0000000078,41.38,242.9145833747,-999.25,29.7,3829.235155667,64.79806
8267,1191.8040609471,171.14,179.78,-999.25,74.0000000078,42.35,237.3883347279,-999.25,23.93,3840.6016188599,62.07064
8268,1195.4700500376,170.96,179.96,-999.25,74.0000000078,48.98,242.0628734658,-999.25,26.87,3837.8461126313,58.55639
8269,1197.5662695242,170.96,179.96,-999.25,74.0000000078,43.11,246.3464882821,-999.25,24.23,3799.269025431,57.209
8270,1196.7789100883,170.78,179.96,-999.25,74.0000000078,51.43,245.1003357206,-999.25,24.03,3833.2536022503,57.194
8271,1198.2040557706,170.6,179.96,-999.25,74.0000000078,41.38,247.206931854,-999.25,22.11,3792.035821581,55.69631
8272,1197.0507295315,170.6,180.14,-999.25,74.0000000078,44.89,244.9092434632,-999.25,26.46,3822.3463900955,55.28653
8273,1196.190180601,170.6,180.14,-999.25,74.0000000078,40.5,239.6727400887,-999.25,22.92,3820.9686369812,55.3319
8274,1195.4831194953,170.78,180.32,-999.25,74.0000000078,44.44,244.625849905,-999.25,25.24,3811.2095524216,54.97482
8275,1190.362971192,170.78,180.32,-999.25,74.0000000078,58.54,240.8941777454,-999.25,22.31,3921.6594270843,54.066
8276,1191.6262255713,170.96,180.32,-999.25,74.0000000078,75.79,240.2035916332,-999.25,24.33,3911.3262787271,54.05174
8277,1192.8569119791,170.96,180.32,-999.25,74.0000000078,72,245.7793246122,-999.25,24.03,3870.9121873744,53.353
8278,1191.2872559504,171.14,180.32,-999.25,74.0000000078,76.55,243.4454023851,-999.25,25.04,3909.4892745747,53.33905
8279,1188.6819456956,171.14,180.5,-999.25,74.0000000078,81.93,227.953554075,-999.25,29.3,3946.2293576226,51.958
8280,1194.5067397371,171.32,180.5,-999.25,74.0000000078,66.06,246.2755,-999.25,25,3858.0531583077,51.941623
8281,1193.380544189,171.32,180.5,-999.25,74.0000000078,80.9,246.6183,-999.25,23,3880.0972081364,50.3203
8282,1194.3916669137,171.5,180.5,-999.25,74.0000000078,81.82,246.0394,-999.25,25,3872.7491915268,50.303087
8283,1193.8987044605,171.5,180.5,-999.25,74.0000000078,86.75,246.0183,-999.25,26,3847.0311333933,48.5525
8284,1193.8992538817,171.5,180.5,-999.25,74.0000000078,87.61,246.6871,-999.25,24,3846.3422568362,47.049
8285,1195.1737102471,171.5,180.5,-999.25,74.0000000078,73.48,246.1367,-999.25,28,3847.0311333933,47.01624
8286,1194.4307099869,171.5,180.5,-999.25,74.0000000078,81.82,245.8995,-999.25,27,3841.5201209361,45.411
8287,1195.4741676171,171.5,180.5,-999.25,74.0000000078,68.57,246.1892,-999.25,31,3814.5391224478,45.4015
8288,1193.8992482685,171.5,180.5,-999.25,74.0000000078,66.06,245.7282,-999.25,32,3872.7491915268,44.461
8289,1196.0075872378,171.5,180.68,-999.25,74.0000000078,61.54,246.8655,-999.25,26,3813.6206203716,44.45801
8290,1194.4182295629,171.5,180.68,-999.25,74.0000000078,72.72,245.9988,-999.25,25,3830.4980960217,44.1655
8291,1194.423187854,171.5,180.68,-999.25,74.0000000078,72,245.8228,-999.25,20.79,3850.7051416981,44.34394
8292,1192.326851626,171.5,180.68,-999.25,74.0000000078,76.6,245.6523,-999.25,25.85,3869.9936852982,45.031
8293,1192.8504782461,171.5,180.68,-999.25,74.0000000078,75,245.6902,-999.25,23.22,3851.0495799767,45.031
8294,1192.9415765284,171.5,180.68,-999.25,74.0000000078,81.82,246.4592,-999.25,22.92,3872.7491915268,45.06412
8295,1193.7922167187,171.5,180.68,-999.25,74.0000000078,77.42,245.5689,-999.25,21.19,3857.5939072696,45.8735
8296,1192.8510276155,171.5,180.68,-999.25,74.0000000078,79.12,245.665,-999.25,19.47,3865.5159876768,47.309
8297,1193.0795210469,171.5,180.86,-999.25,74.0000000078,71.29,245.2978,-999.25,21.5,3859.5457241815,47.309
8298,1193.3681088529,171.5,180.86,-999.25,74.0000000078,73.47,245.8407,-999.25,19.88,3848.5236992671,47.31905
8299,1193.3675777997,171.5,180.86,-999.25,74.0000000078,78.26,244.9007,-999.25,23.52,3872.8640042864,48.314
8300,1190.231345484,171.5,180.86,-999.25,74.0000000078,82.64,237.5459,-999.25,22.61,3908.8003980176,48.31262
8301,1188.8612486171,171.5,180.86,-999.25,74.0000000078,95.04,224.6843,-999.25,17.45,3937.0443368606,48.245
8302,1191.143606693,171.5,180.86,-999.25,74.0000000078,96.96,229.7685,-999.25,17.24,3911.9003425247,48.245
8303,1191.82199245,171.5,180.86,-999.25,74.0000000078,93.51,241.6931,-999.25,17.55,3893.8747392794,48.23401
8304,1192.3212982284,171.32,180.86,-999.25,74.0000000078,91.38,245.4876,-999.25,22,3872.7491915268,47.146
8305,1194.5291451203,171.32,180.86,-999.25,74.0000000078,92.31,245.8116,-999.25,24,3836.0091084789,47.11546
8306,1193.3686512206,171.32,181.04,-999.25,74.0000000078,92.31,245.2541,-999.25,26,3843.3571250885,46.128
8307,1193.6679114445,171.32,181.04,-999.25,74.0000000078,91.14,245.4452,-999.25,24,3843.0126868099,46.128
8308,993.1496192189,171.68,180.86,-999.25,74.0000000078,65,190.951,-999.25,24,2551.943205955,46.17987
8309,985.8502173647,171.5,180.86,-999.25,74.0000000078,58,188.8925,-999.25,29,2772.95776804,47.87238
8310,986.8104029883,171.14,180.86,-999.25,74.0000000078,49,199.782,-999.25,31,2811.7644807593,48.63759
8311,981.0462100267,171.14,180.86,-999.25,74.0000000078,51.43,197.2519,-999.25,35,2882.0298895884,49.785
8312,984.4029359653,170.24,181.04,-999.25,74.0000000078,43.37,198.8448,-999.25,26,2840.0084196024,49.80599
8313,981.0470274334,170.06,181.04,-999.25,74.0000000078,43.37,206.475,-999.25,24,2872.5004305479,51.92253
8314,1190.7445446535,169.16,181.04,-999.25,74.0000000078,46.45,232.996,-999.25,24,3628.0832009797,56.2527
8315,1192.8644579341,168.98,181.22,-999.25,74.0000000078,52.55,233.4535,-999.25,23.93,3708.6817581661,81.64296
8316,1190.7776858972,168.62,181.22,-999.25,74.0000000078,46.45,232.0415,-999.25,21.3,3738.647888402,93.73395
8317,1195.2347615448,168.62,181.22,-999.25,74.0000000078,50.35,233.8748,-999.25,22.71,3657.8197056966,105.31871
8318,1202.2848987576,168.62,181.04,-999.25,74.0000000078,53.33,234.626,-999.25,23.22,3518.2073901146,115.9357
8319,1187.140857822,168.62,181.22,-999.25,74.0000000078,48,232.7899,-999.25,26.05,3808.454046193,123.45252
8320,1186.6130638605,168.62,181.22,-999.25,74.0000000078,57.26,232.783,-999.25,24.94,3817.2946286764,127.545
8321,1185.0597777366,168.62,181.22,-999.25,74.0000000078,60.41,232.2492,-999.25,19.67,3839.5683040242,127.56459
8322,1187.140857822,168.62,181.22,-999.25,74.0000000078,63.16,238.5369,-999.25,24.43,3811.2095524216,129.52037
8323,1186.6267460983,168.62,181.22,-999.25,74.0000000078,60.5,238.1029,-999.25,23.22,3808.6836717121,131.141
8324,1186.0703254101,168.8,181.22,-999.25,74.0000000078,80.9,238.7483,-999.25,26.97,3859.0864731434,131.13747
8325,1184.1025922465,168.98,181.4,-999.25,74.0000000078,77.42,238.1217,-999.25,24.74,3878.7194550221,130.79312
8326,1185.5861784773,168.98,181.22,-999.25,74.0000000078,78.26,238.2363,-999.25,28.79,3838.4201764289,131.044
8327,1189.8572972902,169.16,181.22,-999.25,74.0000000078,61.54,237.5594,-999.25,28.99,3807.6503568763,131.02161
8328,1188.1830943697,169.34,181.22,-999.25,74.0000000078,54.96,239.2869,-999.25,24.33,3787.3284984405,128.805
8329,1189.7440589932,169.52,181.22,-999.25,74.0000000078,51.43,239.3802,-999.25,24.13,3785.03224325,128.79263
8330,1187.1559219803,169.52,181.22,-999.25,74.0000000078,67.92,238.1351,-999.25,29.09,3832.9091639718,127.54154
8331,1188.5177878063,169.7,181.22,-999.25,74.0000000078,66.67,238.8202,-999.25,28.08,3816.0316883216,126.62976
8332,1188.505045412,169.88,181.4,-999.25,74.0000000078,57.6,238.6356,-999.25,29.8,3811.2095524216,123.874
8333,1188.6985507809,169.88,181.4,-999.25,74.0000000078,54.96,238.4594,-999.25,32.84,3801.1060295834,123.874
8334,1186.6272716273,170.06,181.4,-999.25,74.0000000078,62.07,232.2171,-999.25,29.7,3824.0685814884,123.84682
8335,1186.185219758,169.88,181.4,-999.25,74.0000000078,59.5,234.4233,-999.25,26.16,3854.7235882815,122.49835
8336,1184.5923105855,170.06,181.4,-999.25,74.0000000078,75.79,237.8649,-999.25,33.85,3864.023421803,120.85
8337,1184.5630136963,170.06,181.4,-999.25,74.0000000078,78.19,238.0061,-999.25,26.66,3877.4565146673,120.8224
8338,1184.5630136963,170.06,181.4,-999.25,74.0000000078,77.48,238.1701,-999.25,22.61,3873.3232553245,119.46388
8339,1186.1144979677,170.06,181.58,-999.25,74.0000000078,75.75,238.4766,-999.25,22.61,3856.7902179529,118.84614
8340,1186.408589186,170.06,181.58,-999.25,74.0000000078,72,238.2569,-999.25,27.68,3838.4201764289,118.265
8341,1189.1390185027,170.24,181.58,-999.25,74.0000000078,57.95,238.953,-999.25,28.18,3800.8764040644,118.27507
8342,1185.7518991268,170.24,181.58,-999.25,74.0000000078,56.25,226.3541,-999.25,26.26,3845.1941292409,119.28013
8343,1186.6280841624,170.24,181.76,-999.25,74.0000000078,60.5,238.2545,-999.25,24.03,3811.2095524216,120.09687
8344,1183.7399640314,170.42,181.76,-999.25,74.0000000078,63.72,237.8277,-999.25,25.04,3858.6272221053,121.272
8345,1185.0757873559,170.42,181.76,-999.25,74.0000000078,73.45,238.1939,-999.25,30.81,3858.9716603839,121.2745
8346,1184.1078478451,170.42,181.76,-999.25,74.0000000078,89.1,238.4567764493,-999.25,31.12,3900.9931303699,121.17063
8347,1183.9356748251,170.6,181.04,-999.25,74.0000000078,85.71,237.8283507947,-999.25,32.33,3887.445224746,98.73109
8348,1182.506273752,170.6,180.68,-999.25,74.0000000078,82.76,237.5569599765,-999.25,28.89,3892.037735127,95.869
8349,1183.5270392405,170.6,181.04,-999.25,74.0000000078,77.42,237.5597224175,-999.25,33.75,3890.4303564936,95.86253
8350,1185.6030585182,170.78,181.22,-999.25,74.0000000078,73.47,238.3205263389,-999.25,35.78,3858.1679710672,95.29089
8351,1186.1144979677,170.78,181.22,-999.25,74.0000000078,63.72,238.5649242307,-999.25,31.22,3843.471937848,102.35772
8352,1186.638028217,170.78,181.22,-999.25,74.0000000078,77.42,238.7793816011,-999.25,27.88,3857.1346562315,114.447
8353,1186.1013538688,170.78,181.22,-999.25,74.0000000078,73.47,238.184673682,-999.25,27.98,3843.3571250885,114.48607
8354,1186.5270652781,170.96,181.22,-999.25,74.0000000078,64.86,238.2221504836,-999.25,30.31,3852.0828948124,118.354
8355,1187.1435405736,170.96,181.22,-999.25,74.0000000078,74.97,238.6003257267,-999.25,31.22,3836.0091084789,118.384
8356,1185.5867040062,170.96,181.22,-999.25,74.0000000078,67.89,238.8482722717,-999.25,26.46,3863.5641707649,119.84536
8357,1186.117167512,170.96,181.4,-999.25,74.0000000078,74.23,238.4454167038,-999.25,30.41,3853.0013968886,119.422
8358,1186.1209540852,171.14,181.4,-999.25,74.0000000078,73.45,238.0358668653,-999.25,27.47,3851.6236437743,119.422
8359,1186.100290201,171.14,181.4,-999.25,74.0000000078,81,237.629386085,-999.25,30.51,3861.7271666125,119.4071
8360,1187.3569900945,171.14,181.22,-999.25,74.0000000078,77.42,238.5844461349,-999.25,35.88,3850.7051416981,118.66446
