Hole Depth: ft,Flow In: gal/min,GCT IN Mud Temp: F,GCT OUT Mud Temp: F,Mud Density In: lb/ft3,Mud Density Out: lb/ft3,ROP Average: ft/hr,RPM:,Torque LAS:,WOB: Klb,Standpipe Pressure: psi,QC Delta Carbon Dioxide: ppm
9930,1170.2558735269,170.24,186.8,-999.25,74.0000000078,30.9339,236.8423,-999.25,26.02,3990.3174572801,10.77199
9931,1178.362399579,171.14,186.98,-999.25,74.0000000078,34.3089,245.7641,-999.25,22.68,4106.048718881,10.472
9932,1174.8003705073,171.86,186.98,-999.25,74.0000000078,36.2138,232.4986,-999.25,28.25,4108.8042251096,10.29336
9933,1174.2981089401,172.58,186.98,-999.25,74.0000000078,39.6978,242.2733,-999.25,24.4,4124.4187604049,12.16542
9934,1175.3153000158,173.12,186.98,-999.25,74.0000000078,46.4066,242.2566,-999.25,28.25,4089.5156815094,9.97885
9935,1174.2942053185,173.48,186.8,-999.25,74.0000000078,42.1734,243.4335,-999.25,24.91,4072.9826441379,9.75464
9936,1175.3158187592,173.66,186.08,-999.25,74.0000000078,45.1636,245.3352,-999.25,26.93,4102.3747105762,9.19715
9937,1174.975215712,174.2,186.26,-999.25,74.0000000078,33.61,233.2283,-999.25,25.62,4120.7447521001,9.11345
9938,1179.9086076203,174.56,186.26,-999.25,74.0000000078,30.6508,241.654,-999.25,24.71,4021.5465278708,9.16773
9939,1178.4131836933,174.92,186.26,-999.25,74.0000000078,31.7457,241.8596,-999.25,27.95,4027.057540328,10.131
9940,1175.6756243583,175.1,186.08,-999.25,74.0000000078,34.2548,240.0838,-999.25,30.07,4095.0266939666,10.12195
9941,1175.8315767323,175.28,186.08,-999.25,74.0000000078,30.8923,245.9083,-999.25,23.49,4109.7227271858,9.49898
9942,1173.3026385593,175.28,186.08,-999.25,74.0000000078,43.0064,239.6937,-999.25,33.52,4190.5509098911,36.524
9943,1174.9617417982,175.46,186.08,-999.25,74.0000000078,43.5672,243.6734,-999.25,30.38,4082.1676648998,36.05156
9944,1181.4349903416,175.64,186.08,-999.25,74.0000000078,40.0045,215.3606,-999.25,36.45,4233.2612564343,12.88031
9945,1185.0494130962,175.82,186.08,-999.25,74.0000000078,40.411,254.6492,-999.25,32.91,4174.9363745958,10.72145
9946,1184.4994800159,176,186.08,-999.25,74.0000000078,36.5615,240.6472,-999.25,29.87,4161.1588434528,9.578
9947,1190.2387822629,176,186.08,-999.25,74.0000000078,37.7624,248.7507,-999.25,31.8,4122.5817562525,9.56228
9948,1186.0681240544,176.36,186.08,-999.25,74.0000000078,39.711,243.1766,-999.25,32.2,4150.1368185384,9.04605
9949,1185.041772552,176.36,186.26,-999.25,74.0000000078,32.803,250.6108,-999.25,34.53,4330.1632254731,8.24594
9950,1185.5532028978,176.54,186.26,-999.25,74.0000000078,29.03,241.0897,-999.25,25.01,4100.5377064238,7.606
9951,1186.5907010814,176.54,186.26,-999.25,74.0000000078,37.31,251.2198,-999.25,32.81,4093.1896898142,7.55522
9952,1187.116770711,176.72,186.26,-999.25,74.0000000078,30.51,244.3249,-999.25,30.18,4072.9826441379,2.528
9953,1178.871981712,177.98,185.9,-999.25,74.0000000078,36.18,229.8081,-999.25,29.77,4219.9429763294,2.528
9954,1181.6859705046,177.44,185.9,-999.25,74.0000000078,29.15,225.8911,-999.25,25.72,4178.1511318625,2.52136
9955,1189.2011052752,177.62,186.08,-999.25,74.0000000078,32.29,245.6861,-999.25,22.68,4166.66985591,1.8483
9956,1194.4246962513,177.44,186.26,-999.25,74.0000000078,29.88,247.0595,-999.25,25.92,4027.057540328,1.079
9957,1186.6007873972,177.62,186.26,-999.25,74.0000000078,32.73,244.7107,-999.25,32.3,4073.9011462141,1.079
9958,1185.5432800661,177.62,186.44,-999.25,74.0000000078,31.72,237.1266,-999.25,26.83,4161.1588434528,1.07776
9959,1187.1266500553,177.8,186.62,-999.25,74.0000000078,30.51,243.9224,-999.25,27.54,4168.5068600624,0.9542
9960,1188.6792437778,177.8,186.8,-999.25,74.0000000078,34.95,244.8347,-999.25,25.11,4084.0046690522,0.87692
9961,1183.0637900584,177.8,186.8,-999.25,74.0000000078,40.45,248.8347,-999.25,37.67,4127.1742666335,0.97153
9962,1185.5621867558,177.8,186.8,-999.25,74.0000000078,36.73,245.8853,-999.25,31.9,4171.49199181,1.02564
9963,1181.9558772052,177.98,186.98,-999.25,74.0000000078,43.11,227.4409,-999.25,31.8,4188.7139057387,1.188
9964,1181.9572048571,177.98,186.98,-999.25,74.0000000078,47.68,240.3609,-999.25,31.8,4251.1720469202,1.18811
9965,1185.0491372275,177.98,187.16,-999.25,74.0000000078,47.84,241.578,-999.25,33.82,4180.447387053,1.20413
9966,1180.9248785439,177.98,187.16,-999.25,74.0000000078,44,229.0707,-999.25,28.45,4203.4099389579,1.37355
9967,1181.4457543572,177.98,187.34,-999.25,74.0000000078,43.64,214.3022,-999.25,36.56,4225.4539887866,1.725
9968,1188.5362707505,177.98,187.34,-999.25,74.0000000078,34.78,244.5256,-999.25,22.78,4144.6258060813,1.72908
9969,1184.5268403029,177.98,187.52,-999.25,74.0000000078,42.35,230.6582,-999.25,32.3,4205.2469431103,1.93542
9970,1187.605405225,177.8,187.52,-999.25,74.0000000078,33.9682,244.1927,-999.25,29.8741,4165.4390631279,2.25
9971,1183.9622098721,177.8,187.52,-999.25,74.0000000078,34.8525,233.0003,-999.25,30.2972,4224.2966761706,2.25367
9972,1188.1029754364,177.62,187.52,-999.25,74.0000000078,42.0891,244.7279,-999.25,32.006,4110.2187183069,2.62735
9973,1186.3078986306,177.62,187.7,-999.25,74.0000000078,44.0044,243.8627,-999.25,32.197,4126.5129451387,2.962
9974,1187.6320272473,177.62,187.7,-999.25,74.0000000078,44.4693,247.4226,-999.25,31.899,4152.3228534797,2.96455
9975,1186.6691140354,177.44,187.7,-999.25,74.0000000078,47.080608,242.3432,-999.25,31.830496,4185.4837176371,3.23514
9976,1187.4894934244,177.44,187.7,-999.25,74.0000000078,40.241732,243.7229,-999.25,32.454448,4150.8991752618,4.124
9977,1186.5982723164,177.26,187.7,-999.25,74.0000000078,45.969593,245.9257,-999.25,28.746266,4126.058789229,4.12951
9978,1185.1466949182,177.08,187.7,-999.25,74.0000000078,37.008311,244.6564,-999.25,32.9801,4206.0801608793,4.68505
9979,1190.0142240807,177.8,187.52,-999.25,74.0000000078,32.001357,241,-999.25,32.000435,4155.5856026005,5.69162
9980,1190.6642730717,-999.25,-999.25,-999.25,-999.25,32.1357,240,-999.25,32.0435,4086.0070035784,6.842
9981,1180.6040702571,174.74,188.06,-999.25,74.0000000078,45.345479,241.7474015674,-999.25,36.200686,4100.8851757592,0.59281
9982,1180.1398553095,170.6,188.06,-999.25,74.0000000078,34.280073,244.3566743971,-999.25,28.80874,4028.897299987,0.376
9983,1181.1159661262,170.24,188.24,-999.25,74.0000000078,33.767004,240.5087003026,-999.25,26.442923,4118.5843433667,0.376
9984,1178.5289608863,169.7,188.6,-999.25,74.0000000078,32.2428,240.7167743206,-999.25,36.86,4058.3784611265,0.37666
9985,1177.5527721448,169.7,188.6,-999.25,74.0000000078,42.071,241.4441774254,-999.25,30.04,4151.5145716527,0.4091
9986,1177.2307470546,169.52,188.78,-999.25,74.0000000078,37.1554,242.2323888464,-999.25,31.8572,4085.8784132877,0.41376
9987,1183.5500417184,169.88,188.78,-999.25,74.0000000078,50.547,250.7091306259,-999.25,27.2952,4147.4180523929,0.406
9988,1186.0606806218,170.42,188.78,-999.25,74.0000000078,32.7192,242.9757908578,-999.25,29.97,4192.6267245833,0.40846
9989,1185.6001212591,171.14,188.96,-999.25,74.0000000078,31.3937,244.5221824182,-999.25,28.9723,4140.088405825,0.49018
9990,1189.7355375208,172.04,188.96,-999.25,74.0000000078,30.7869,237.4519244972,-999.25,26.2797,4054.9983734859,0.706
9991,1191.9192316581,172.94,188.96,-999.25,74.0000000078,32.4618,244.6671193422,-999.25,31.286,4093.1529497312,0.7076
9992,1188.5523113564,173.66,189.14,-999.25,74.0000000078,32.7664,245.2380736817,-999.25,35.4016,4093.6673108939,0.8625
9993,1182.6049798225,174.2,189.14,-999.25,74.0000000078,43.4438,239.2175758515,-999.25,30.5884,4205.5592338163,4.6572
9994,1189.1994419346,174.56,189.32,-999.25,74.0000000078,47.0694,244.3519602897,-999.25,30.9452,4130.820719876,6.896
9995,1186.6007922048,174.92,189.32,-999.25,74.0000000078,47.9314,246.3250340311,-999.25,25.5564,4128.4050594157,4.41239
9996,1187.0247183542,175.28,189.32,-999.25,74.0000000078,41.0604,241.1434378162,-999.25,29.1205,4159.3585793835,3.55522
9997,1179.4343727098,175.64,189.14,-999.25,74.0000000078,33.1682,229.0682851054,-999.25,25.209,4163.0325876883,3.08394
9998,1184.47881464,176,189.14,-999.25,74.0000000078,32.1644,226.0661105428,-999.25,25.2012,4167.3311774048,3.29022
9999,1181.9789069634,176.18,189.14,-999.25,74.0000000078,40.164,233.0426704893,-999.25,29.6649,4199.3868998641,3.987
10000,1184.4119875766,176.36,189.14,-999.25,74.0000000078,34.6167,237.5055956717,-999.25,29.1984,4165.3839530034,3.99054
10001,1185.1647527824,176.54,189.14,-999.25,74.0000000078,34.469688,223.378,-999.25,32.95,4219.5572054574,4.34419
10002,1182.4313581162,176.72,189.14,-999.25,74.0000000078,43.170763,225.2748,-999.25,27.963,4181.8435102087,4.66452
10003,1179.3972323201,176.9,188.96,-999.25,74.0000000078,33.440667,239.3133,-999.25,34,4228.7238561779,5.112
10004,1180.7716972565,177.26,189.14,-999.25,74.0000000078,38.805594,244.2404,-999.25,28.9682,4189.5589276487,5.112
10005,1181.460895872,177.26,188.96,-999.25,74.0000000078,33.147524,220.1557844124,-999.25,26.2272,4270.6442909355,5.11204
10006,1181.9502546756,177.44,189.14,-999.25,74.0000000078,32.869499,212.5007,-999.25,35.9681,4208.9393214566,5.1087
10007,1182.705502465,177.62,188.96,-999.25,74.0000000078,39.5243,235.2113653455,-999.25,32.81,4210.7579555675,4.67919
10008,1184.5375504851,177.62,189.14,-999.25,74.0000000078,32.6095,245.1439251442,-999.25,28.56,4192.3879140435,4.55189
10009,1187.128274794,177.8,189.14,-999.25,74.0000000078,38.4214,242.156288663,-999.25,30.18,4080.3306607474,4.14297
10010,1188.3031075663,177.8,189.32,-999.25,74.0000000078,30.6765,245.1886106916,-999.25,32.61,4194.2249181959,3.9378
10011,1187.4192511008,177.8,189.32,-999.25,74.0000000078,34.3089,230.133016792,-999.25,38.07,4107.8857230334,3.52055
10012,1183.922096007,177.98,189.32,-999.25,74.0000000078,36.054,245.1128518187,-999.25,33.92,4229.1279970914,3.37368
10013,1184.546913226,177.98,189.32,-999.25,74.0000000078,29.9683,247.1134129008,-999.25,27.14,4273.2160967489,3.21048
10014,1178.3724088554,178.16,188.6,-999.25,74.0000000078,38.6443,216.5697755122,-999.25,34.43,4313.6301881016,3.15709
10015,1188.499815874,178.34,187.16,-999.25,74.0000000078,32.1237,248.9492955286,-999.25,30.28,4082.1676648998,2.96886
10016,1189.7295586577,178.52,186.62,-999.25,74.0000000078,30.5983,239.4728584868,-999.25,25.21,4096.863698119,3.05247
10017,1185.3962970757,178.52,186.62,-999.25,74.0000000078,39.1072,222.2948148986,-999.25,32.81,4230.0464991676,2.901
10018,1186.6073782809,178.52,186.8,-999.25,74.0000000078,31.6171,225.2814715817,-999.25,28.35,4142.7888019289,2.9001
10019,1187.7370423741,178.7,187.16,-999.25,74.0000000078,35.2422,244.4575306137,-999.25,29.87,4181.3658891292,2.811
10020,1188.1641948407,178.88,187.34,-999.25,74.0000000078,30.6782,242.344,-999.25,36,4096.863698119,2.81762
10021,1187.6438418265,178.88,187.52,-999.25,74.0000000078,38.8372,244.3442467689,-999.25,25.92,4175.854876672,3.142
10022,1187.1188273798,179.06,187.7,-999.25,74.0000000078,30.6374,243.2653303251,-999.25,31.49,4108.8042251096,3.13912
10023,1189.1986900767,179.06,187.88,-999.25,74.0000000078,30.4836,245.1558622582,-999.25,25.42,4084.0046690522,3.0094
10024,1189.2028311584,179.06,188.06,-999.25,74.0000000078,29.7293,245.0428581792,-999.25,20.35,4128.0927687097,3.38067
10025,1185.3768337477,179.24,188.06,-999.25,74.0000000078,39.4708,241.9494752001,-999.25,28.96,4176.3141277101,3.65084
10026,1183.5043033809,179.24,188.24,-999.25,74.0000000078,30.9694,223.2554,-999.25,35,4219.9429763294,4.23494
10027,1184.3615721914,179.24,188.42,-999.25,74.0000000078,41.5076,219.8362,-999.25,30,4188.7139057387,4.427
10028,1187.6397170605,179.24,188.6,-999.25,74.0000000078,30.5108,243.4542,-999.25,33,4095.0266939666,4.43302
10029,1183.9338123389,179.24,188.6,-999.25,74.0000000078,36.8722,223.9178948036,-999.25,30.38,4140.9517977765,4.72966
10030,1187.6310685908,179.24,188.6,-999.25,74.0000000078,32.2254,251.2567,-999.25,29,4007.7689967278,4.894
10031,1189.406395931,179.42,188.78,-999.25,74.0000000078,40.6035,245.6376,-999.25,34,4089.5156815094,4.89246
10032,1188.4834586457,179.24,188.6,-999.25,74.0000000078,33.0708,242.335836181,-999.25,26.94,4148.299814386,4.73654
10033,1180.9041917689,179.24,188.6,-999.25,74.0000000078,37.0344,237.3447010691,-999.25,27.75,4150.1368185384,4.38626
10034,1186.6086129127,179.24,188.78,-999.25,74.0000000078,33.3549,238.3528,-999.25,32,4123.5002583287,4.00434
10035,1188.1755350212,179.06,188.78,-999.25,74.0000000078,35.7234,243.1529935077,-999.25,30.38,4129.9297728621,3.7218
10036,1199.7202105308,179.06,188.6,-999.25,74.0000000078,31.0611,247.5087,-999.25,36,3961.843892918,2.781
10037,986.7510127762,179.06,188.06,-999.25,74.0000000078,37.9456,212.1766063097,-999.25,31.39,3077.3263935399,2.80562
10038,984.3532269472,179.06,187.16,-999.25,74.0000000078,30.3219,211.0514,-999.25,35,3103.9629537496,3.99522
10039,987.574065317,179.06,186.8,-999.25,74.0000000078,24.5843,207.8445,-999.25,38,3106.7184599782,2.33218
10040,990.7754590959,179.24,187.16,-999.25,74.0000000078,26.05,214.8295,-999.25,35,3073.6523852351,2.14824
10041,988.3998091467,179.24,187.34,-999.25,74.0000000078,30.9648,213.3035,-999.25,26,2983.6391817677,1.77389
10042,981.1920783511,179.24,187.34,-999.25,74.0000000078,27.4168,210.4812,-999.25,35,3169.1766011596,1.5604
10043,980.415098097,179.06,187.52,-999.25,74.0000000078,24.3618,215,-999.25,42,3204.9981821313,1.335
10044,985,179.06,187.52,-999.25,74.0000000078,28.7212,215,-999.25,43,4099.6192043476,1.335
10045,1101.0332668111,179.06,187.7,-999.25,74.0000000078,39.4351,229.3365,-999.25,33.72,4174.0179,1.33463
10046,1187.6330501895,179.24,187.7,-999.25,74.0000000078,27.0993,232.3819,-999.25,40,4179.5289,1.298
10047,1186,179.24,187.88,-999.25,74.0000000078,29.9124,214,-999.25,31.8,4150.1368,1.29714
10048,1185,179.24,187.88,-999.25,74.0000000078,25.6601,216,-999.25,28.86,4126.2558,1.255
10049,1190,179.06,188.06,-999.25,74.0000000078,29.5392,216,-999.25,39,4196.0619,1.25914
10050,1186,179.06,188.06,-999.25,74.0000000078,25.0775,225,-999.25,28,4164.8329,1.462
10051,1193,178.88,188.24,-999.25,74.0000000078,23.8873,214,-999.25,34,4080.3307,1.46362
10052,1192.3207572952,179.06,187.7,-999.25,74.0000000078,28.5634,235.5769,-999.25,28.86,4120.7448,1.62518
10053,1193.014326615,179.42,187.52,-999.25,74.0000000078,27.8758,240.7975518501,-999.25,28.05,4150.1368,1.74437
10054,1191.4081752935,179.78,187.7,-999.25,74.0000000078,24.5595,240.4522756152,-999.25,28.86,4170.3439,1.9848
10055,1195.4372989207,179.96,187.7,-999.25,74.0000000078,31.4195,237.4028724242,-999.25,32.61,4084.0047,2.559
10056,1191.5991106651,180.14,187.88,-999.25,74.0000000078,29.3818,239.5692,-999.25,31,4159.7810903385,2.563
10057,1193.0036851196,180.32,187.88,-999.25,74.0000000078,28.6613,238.8973,-999.25,33,4172.1808683672,2.96162
10058,1192.8394584999,180.32,187.34,-999.25,74.0000000078,37.6402,238.068,-999.25,34,4137.2777894717,3.22628
10059,1193.1043879999,180.5,187.52,-999.25,74.0000000078,31.6678,236.2358,-999.25,31,4232.8020053962,3.75024
10060,1200.215440564,180.5,187.52,-999.25,74.0000000078,26.5098,244.193,-999.25,36,3972.8659178323,3.87824
10061,1200.2112054311,180.5,187.88,-999.25,74.0000000078,27.5169,240.3569,-999.25,32,3992.1544614325,4.397
10062,1186.3554240903,180.5,187.88,-999.25,74.0000000078,31.1826,229.4874,-999.25,30,4339.3482462351,4.40918
10063,1192.4372068025,180.68,188.24,-999.25,74.0000000078,32.4315,241.0428,-999.25,35.54,4109.7227271858,5.62283
10064,1193.2386167208,180.68,188.24,-999.25,74.0000000078,32.5686,241.7546,-999.25,36,4111.5597313382,6.40088
10065,1191.7885718344,180.68,188.42,-999.25,74.0000000078,31.4544,239.644720183,-999.25,31.59,4164.8328517576,6.6879
10066,1189.7054730236,180.68,188.6,-999.25,74.0000000078,32.8487,220.6703823569,-999.25,30.99,4164.8328517576,6.87627
10067,1190,180.5,188.6,-999.25,74.0000000078,29.7538,207.4732995152,-999.25,32.4,4203.4099,6.90281
10068,1190,180.32,188.6,-999.25,74.0000000078,30.108,219.5654,-999.25,31,4139.1148,6.884
10069,1198,180.14,188.78,-999.25,74.0000000078,29.036,241,-999.25,35,4207.0839,6.88287
10070,1189,180.14,188.78,-999.25,74.0000000078,29.6537,209.3031,-999.25,36,4144.9702,6.77135
10071,1190.7481504807,180.14,188.78,-999.25,74.0000000078,31.88,241.1471,-999.25,34,4123.7298838478,6.80454
10072,1197.0627653585,180.14,189.5,-999.25,74.0000000078,26.06,246.1473,-999.25,35,3912.2447808033,6.73801
10073,1190.7790397876,180.14,189.5,-999.25,74.0000000078,32.1348,245.0624,-999.25,36,3992.1544614325,7.23106
10074,1187.1403168888,180.14,189.68,-999.25,74.0000000078,38.7162,243.2682,-999.25,40,4060.1236150711,7.087
10075,1178.0190371736,178.52,189.68,-999.25,74.0000000078,36.2964,246.1476,-999.25,42,4120.7447521001,7.08765
10076,1188.1836212724,178.16,189.68,-999.25,74.0000000078,30.013,246.4849,-999.25,32,4087.678677357,7.15404
10077,1189.7448792985,177.26,189.86,-999.25,74.0000000078,31.2895,244.1684,-999.25,32,4114.7744886048,7.356
10078,1189.3692259848,176.54,189.86,-999.25,74.0000000078,30.2875,244.27,-999.25,32,4126.2557645573,7.35466
10079,1187.668982646,176.18,189.86,-999.25,74.0000000078,34.0224,243.9186,-999.25,30,4096.863698119,7.21436
10080,1177.8923689533,176,189.86,-999.25,74.0000000078,35.1037,212.4687,-999.25,35,4292.504640349,6.84
10081,1186.6521684089,175.82,189.86,-999.25,74.0000000078,33.526,226.9528,-999.25,36,4174.0178725196,6.82892
10082,1184.0520970459,176,189.86,-999.25,74.0000000078,35.272,226.7598,-999.25,35,4190.5509098911,6.286
10083,1188.5232913463,176.18,189.86,-999.25,74.0000000078,33.503,252.9393682448,-999.25,36.25,4258.5200635297,6.28087
10084,1181.4206313208,176.36,189.86,-999.25,74.0000000078,34.8542,216.0652109012,-999.25,30.78,4313.6301881016,5.76856
10085,1188.7994960895,176.36,190.04,-999.25,74.0000000078,36.9299,245.002,-999.25,35,4169.4253621386,5.62174
10086,1190.2063794124,176.54,189.86,-999.25,74.0000000078,36.9872,243.1697194999,-999.25,30.07,4170.3438642148,5.29654
10087,1180.9639405234,176.72,189.86,-999.25,74.0000000078,43.5747,214.6925,-999.25,35,4196.0619223483,5.04968
10088,1190.6868965969,176.9,189.86,-999.25,74.0000000078,37.0834,247.3717,-999.25,36,4106.048718881,4.721
10089,1181.9809963458,177.08,190.04,-999.25,74.0000000078,34.4102,246.5211,-999.25,34,4111.5597313382,4.721
10090,1192.9077010486,177.44,190.04,-999.25,74.0000000078,32.5096,241.6603,-999.25,36,4115.2337396429,4.7221
10091,1181.4884348796,177.62,190.04,-999.25,74.0000000078,34.9044,219.7079,-999.25,35,4218.1059721771,4.776
10092,1183.5419852482,177.98,190.04,-999.25,74.0000000078,31.5152,251.2700403196,-999.25,33.21,4175.854876672,4.76792
10093,1183.4075625051,178.16,190.04,-999.25,74.0000000078,34.8356,250.2933410221,-999.25,30.24,4126.2557645573,4.56551
10094,1184.6933405879,178.88,190.04,-999.25,74.0000000078,42.1981,241.8841535297,-999.25,42.39,4076.6566524426,3.725
10095,1174.9659731198,178.88,190.04,-999.25,74.0000000078,30.1152,211.5763496918,-999.25,36.52,4249.3350427678,3.7233
10096,1183.6673249343,179.06,190.04,-999.25,74.0000000078,29.4279,242.9342124777,-999.25,32.98,4148.299814386,3.64055
10097,1180.2498718657,178.88,190.22,-999.25,74.0000000078,33.171,223.2153,-999.25,33,4186.5324633078,3.70458
10098,1182.3894088379,178.34,190.22,-999.25,74.0000000078,32.6754,240.7967,-999.25,38,4159.3218393004,4.174
10099,1181.0446944347,177.98,190.22,-999.25,74.0000000078,27.3929,222.6267,-999.25,34,4183.2028932815,4.17581
10100,1176.9886819677,177.98,190.22,-999.25,74.0000000078,39.56,241.4185144756,-999.25,32.17,4216.2689680247,4.36622
10101,1181.0766860574,177.8,190.22,-999.25,74.0000000078,38.5,241.2283,-999.25,33,4184.1213953577,4.916
10102,1180.0574114084,177.98,190.22,-999.25,74.0000000078,48.32,240.9167,-999.25,42,4168.5068600624,4.94416
10103,1184.4079233,177.98,190.22,-999.25,74.0000000078,24.08,242.3195,-999.25,40,4112.7078589334,6.324
10104,1181.5956744933,178.16,190.22,-999.25,74.0000000078,27.59,241.1836,-999.25,41,4154.0404523623,6.3269
10105,1182.6186684948,178.34,190.22,-999.25,74.0000000078,35.3,241.8364,-999.25,35,4131.9964025335,6.614
10106,1183.6368962735,178.7,190.22,-999.25,74.0000000078,32.58,242.1353,-999.25,39,4128.0927687097,6.60754
10107,1183.6668154705,178.7,190.22,-999.25,74.0000000078,37.52,244.3220116598,-999.25,32.06,4144.6258060813,6.27636
10108,1185.1786472898,179.24,190.22,-999.25,74.0000000078,29.15,241.5952,-999.25,33,4112.7078589334,4.80494
10109,1186.7689576274,179.78,190.04,-999.25,74.0000000078,30.68,244.7330126647,-999.25,32.77,4050.9385943091,3.70866
10110,1187.8413137473,179.6,190.04,-999.25,74.0000000078,23.22,245.1778957772,-999.25,37.7,4021.5465278708,2.94348
10111,1183.6662745373,179.78,190.22,-999.25,74.0000000078,29.2,240.9027411695,-999.25,43.48,4078.493656595,1.59074
10112,1183.139021509,179.96,190.22,-999.25,74.0000000078,26.01,242.435240891,-999.25,38.92,4100.5377064238,0.89136
10113,1176.7101279076,179.96,190.22,-999.25,74.0000000078,29.03,216.2990729997,-999.25,35.27,4205.2469431103,0.82787
10114,1184.6938513615,180.14,190.4,-999.25,74.0000000078,27.38,242.1113266586,-999.25,39.53,4111.5597313382,0.81354
10115,1181.3494007767,179.96,190.4,-999.25,74.0000000078,30.25,242.9046853943,-999.25,36.08,4098.9303277904,0.742
10116,1177.0058310492,180.5,190.4,-999.25,74.0000000078,25.17,238.1908422724,-999.25,37.5,4113.1671099715,0.74196
10117,1183.6673249343,180.5,190.4,-999.25,74.0000000078,30.25,244.5239506756,-999.25,39.53,4032.5685527852,0.73734
10118,1185.7230600347,180.32,190.58,-999.25,74.0000000078,25.62,241.9701125792,-999.25,41.55,4069.3086358331,0.60601
10119,1184.6933405879,180.5,190.58,-999.25,74.0000000078,29.63,242.0860250468,-999.25,37.7,4095.3711322452,0.508
10120,1184.6869470658,180.5,190.58,-999.25,74.0000000078,28.35,240.9748846283,-999.25,41.65,4085.8416732046,0.51126
10121,1183.6745803607,180.32,190.76,-999.25,74.0000000078,34.29,242.4052610123,-999.25,37.3,4084.0046690522,0.67324
10122,1186.2162210928,180.14,190.76,-999.25,74.0000000078,32.14,244.6093130443,-999.25,41.96,4109.7227271858,0.87048
10123,1179.0441456922,180.14,189.68,-999.25,74.0000000078,33.67,224.4813,-999.25,42,4234.6390095486,5.10885
10124,1180.0867907458,180.14,189.86,-999.25,74.0000000078,30.86,219.1689,-999.25,32,4247.4980386154,3.54803
10125,1173.9369360395,179.96,189.86,-999.25,74.0000000078,40.22,214.67,-999.25,38.31,4216.2689680247,3.14654
10126,1184.1191071255,180.14,190.04,-999.25,74.0000000078,33.49,239.9408,-999.25,35,4137.2777894717,2.73311
10127,1175.8104243688,179.96,190.04,-999.25,74.0000000078,34.62,220.8482,-999.25,34,4202.0321858436,2.843
10128,1181.5956744933,180.14,190.04,-999.25,74.0000000078,33.8,242.2308,-999.25,42,4058.2866109187,2.843
10129,1180.0558368293,180.14,189.86,-999.25,74.0000000078,35.29,240.613650931,-999.25,39.35,4135.4407853193,2.87316
10130,1179.5681249123,180.14,190.04,-999.25,74.0000000078,26.67,239.6910803155,-999.25,38.44,4095.0266939666,4.351
10131,1176.7711604784,180.32,189.5,-999.25,74.0000000078,30,217.1651131175,-999.25,37.12,4148.299814386,4.351
10132,1185.2161081923,180.32,190.04,-999.25,74.0000000078,32.14,240.2375068085,-999.25,41.58,4092.271187738,4.3965
10133,1184.5346412807,180.32,189.32,-999.25,74.0000000078,34.45,243.4780996885,-999.25,43,4098.7007022714,6.626
10134,1184.7171873999,180.32,189.32,-999.25,74.0000000078,32.43,238.6069008255,-999.25,29.33,4043.5905776995,6.6305
10135,1184.1646600753,180.32,189.86,-999.25,74.0000000078,27.76,243.176741698,-999.25,42.59,4115.2337396429,7.08306
10136,1183.6668154705,180.32,189.14,-999.25,74.0000000078,37.52,241.4453425399,-999.25,35.1,4115.2337396429,7.43749
10137,1184.1885370469,180.14,188.42,-999.25,74.0000000078,33.64,240.5555754205,-999.25,40.87,4067.4716316807,8.2798
10138,1183.9760149222,180.14,188.42,-999.25,74.0000000078,30.9,241.4610742552,-999.25,31.96,4102.3747105762,9.2305599999
10139,1184.6933405879,180.14,188.6,-999.25,74.0000000078,36.18,241.6507,-999.25,35,4104.4413402476,47.086
10140,1185.2150621643,180.14,162.5,-999.25,74.0000000078,30.64,241.5873839921,-999.25,41.68,4071.8345165426,46.70742932
10141,1185.2155729379,180.14,166.64,-999.25,74.0000000078,32,243.7197195645,-999.25,35.3,4050.9385943091,9.2322150472
10142,1183.1395610148,180.14,78.44,-999.25,74.0000000078,28.69,237.9436711123,-999.25,39.76,4078.493656595,9.5887339669
10143,1184.1885313682,180.14,78.26,-999.25,74.0000000078,30.43,244.088326219,-999.25,41.38,4032.5685527852,12.6474636367
10144,1185.6918706213,180.14,78.62,-999.25,74.0000000078,34.6,243.2781451738,-999.25,35.2,4107.8857230334,10.7101995451
10145,1185.21665056,180.14,78.62,-999.25,74.0000000078,31.72,242.0796562609,-999.25,31.15,4087.9083028761,9.5774774111
10146,1186.2447816111,180.14,89.78,-999.25,74.0000000078,31.44,243.9570145799,-999.25,35.71,4076.6566524426,9.5464145618
10147,1185.2155729379,180.32,80.24,-999.25,74.0000000078,32.76,243.4169122887,-999.25,38.24,4093.1896898142,8.9905418882
10148,1184.1954658235,180.32,32,-999.25,79.999999973,36.18,241.496457662,-999.25,34.09,4120.055875543,8.2075205468
10149,1184.1960081912,180.5,73.94,-999.25,79.999999973,34.29,242.8276198365,-999.25,32.06,4117.0707437953,7.6057520513
10150,1184.7177226543,180.5,133.16,-999.25,79.999999973,31.72,241.6855123782,-999.25,35,4050.9385943091,7.5799867727
10151,1182.1220696,180.68,135.86,-999.25,79.999999973,38.71,244.7734316114,-999.25,34.59,4109.7227271858,6.1949833317
10152,1183.6662745373,180.68,136.58,-999.25,79.999999973,32.58,241.8994817856,-999.25,39.05,4127.1742666335,2.5276013597
